 8.19567904E-01   3719.0 2.592E+04 6.638E+11 2.396E-02 3.903E-02 2.000E+05
 9.48844854E-01   3744.7 3.000E+04 7.726E+11 2.765E-02 4.285E-02 2.000E+05
 1.09797695E+00   3772.3 3.472E+04 9.019E+11 3.201E-02 4.735E-02 2.000E+05
 1.26939837E+00   3802.9 4.014E+04 1.058E+12 3.723E-02 5.267E-02 2.000E+05
 1.46530845E+00   3837.1 4.633E+04 1.248E+12 4.359E-02 5.904E-02 2.000E+05
 1.68769417E+00   3875.7 5.337E+04 1.482E+12 5.137E-02 6.659E-02 2.000E+05
 1.93837942E+00   3919.6 6.129E+04 1.774E+12 6.100E-02 7.559E-02 2.000E+05
 2.21867888E+00   3970.0 7.016E+04 2.144E+12 7.306E-02 8.648E-02 2.000E+05
 2.52905476E+00   4028.1 7.997E+04 2.619E+12 8.844E-02 9.988E-02 2.000E+05
 2.86938869E+00   4095.0 9.073E+04 3.235E+12 1.081E-01 1.164E-01 2.000E+05
 3.23893628E+00   4172.2 1.024E+05 4.047E+12 1.334E-01 1.368E-01 2.000E+05
 3.63629730E+00   4261.7 1.150E+05 5.131E+12 1.662E-01 1.626E-01 2.000E+05
 4.05974524E+00   4365.4 1.284E+05 6.587E+12 2.086E-01 1.945E-01 2.000E+05
 4.51027205E+00   4481.3 1.426E+05 8.486E+12 2.610E-01 2.330E-01 2.000E+05
 4.98991900E+00   4617.7 1.578E+05 1.104E+13 3.268E-01 2.807E-01 2.000E+05
 5.50240130E+00   4776.5 1.740E+05 1.436E+13 4.051E-01 3.351E-01 2.000E+05
 6.06191845E+00   4951.5 1.917E+05 1.841E+13 4.885E-01 3.942E-01 2.000E+05
 6.68762857E+00   5168.8 2.115E+05 2.362E+13 5.767E-01 4.543E-01 2.000E+05
 7.40246761E+00   5414.2 2.341E+05 3.019E+13 6.678E-01 4.997E-01 2.000E+05
 8.22150627E+00   5665.3 2.600E+05 3.937E+13 7.836E-01 5.394E-01 2.000E+05
 9.12409231E+00   5926.4 2.885E+05 5.507E+13 9.842E-01 6.067E-01 2.000E+05
 1.00534599E+01   6186.3 3.179E+05 8.219E+13 1.314E+00 7.221E-01 2.000E+05
 1.09453491E+01   6471.0 3.461E+05 1.320E+14 1.892E+00 9.302E-01 2.000E+05
 1.17592455E+01   6761.2 3.719E+05 2.154E+14 2.780E+00 1.129E+00 2.000E+05
 1.25087058E+01   7026.4 3.956E+05 3.339E+14 3.954E+00 1.217E+00 2.000E+05
 1.32254510E+01   7264.3 4.182E+05 4.882E+14 5.411E+00 1.262E+00 2.000E+05
 1.39332654E+01   7488.1 4.406E+05 6.882E+14 7.214E+00 1.290E+00 2.000E+05
 1.46507890E+01   7696.9 4.633E+05 9.364E+14 9.384E+00 1.298E+00 2.000E+05
 1.53915080E+01   7898.0 4.867E+05 1.245E+15 1.203E+01 1.302E+00 2.000E+05
 1.61677999E+01   8092.8 5.113E+05 1.625E+15 1.521E+01 1.284E+00 2.000E+05
 1.69913221E+01   8281.0 5.373E+05 2.083E+15 1.903E+01 1.271E+00 2.000E+05
 1.78710326E+01   8470.1 5.651E+05 2.649E+15 2.370E+01 1.233E+00 2.000E+05
 1.88204996E+01   8646.6 5.951E+05 3.297E+15 2.901E+01 1.290E+00 2.000E+05
PRADK 7.5079E-01
BEGIN                    ITERATION   6 COMPLETED
